team1,team2,outcome
"['Urshifu-*', 'Flutter Mane', 'Archaludon', 'Tornadus', 'Dragonite', 'Amoonguss']","['Chien-Pao', 'Urshifu-*', 'Raging Bolt', 'Incineroar', 'Rillaboom', 'Landorus']",0
"['Weezing', 'Florges', 'Torterra', 'Leafeon', 'Blastoise', 'Jolteon']","['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Florges', 'Raikou', 'Landorus']",1
"['Tinkaton', 'Grimmsnarl', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Chien-Pao', 'Whimsicott']","['Oricorio-Sensu', 'Volcarona', 'Quaquaval', 'Kilowattrel', 'Farigiraf', 'Tsareena']",0
"['Dragapult', 'Inteleon', 'Tornadus', 'Urshifu-*', 'Flutter Mane', 'Incineroar']","['Landorus-Therian', 'Overqwil', 'Ting-Lu', 'Amoonguss', 'Orthworm', 'Meowstic']",0
"['Indeedee-F', 'Gallade', 'Ursaluna', 'Torkoal', 'Hatterene', 'Lilligant-Hisui']","['Chien-Pao', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Hearthflame', 'Raging Bolt', 'Urshifu-*']",1
"['Indeedee-F', 'Armarouge', 'Porygon2', 'Incineroar', 'Amoonguss', 'Urshifu-*']","['Archaludon', 'Walking Wake', 'Chi-Yu', 'Appletun', 'Gouging Fire', 'Salamence']",1
"['Entei', 'Roaring Moon', 'Okidogi', 'Ursaluna', 'Cresselia', 'Flutter Mane']","['Raichu-Alola', 'Thundurus', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring', 'Amoonguss']",0
"['Raging Bolt', 'Porygon2', 'Incineroar', 'Gyarados', 'Flutter Mane', 'Amoonguss']","['Raging Bolt', 'Whimsicott', 'Urshifu-*', 'Pelipper', 'Farigiraf', 'Gholdengo']",0
"['Annihilape', 'Maushold', 'Ninetales-Alola', 'Ogerpon-Wellspring', 'Goodra-Hisui', 'Landorus']","['Urshifu-*', 'Flutter Mane', 'Archaludon', 'Tornadus', 'Dragonite', 'Amoonguss']",1
"['Coalossal', 'Archaludon', 'Urshifu-*', 'Ursaluna', 'Scream Tail', 'Latios']","['Ninetales', 'Flutter Mane', 'Chi-Yu', 'Whimsicott', 'Landorus-Therian', 'Ursaluna-Bloodmoon']",1
"['Dragonite', 'Zoroark-Hisui', 'Ogerpon-Wellspring', 'Urshifu-*', 'Gholdengo', 'Roaring Moon']","['Tornadus', 'Iron Valiant', 'Flutter Mane', 'Gouging Fire', 'Incineroar', 'Kingambit']",0
"['Grimmsnarl', 'Kommo-o', 'Sinistcha', 'Heatran', 'Iron Hands', 'Ogerpon-Wellspring']","['Landorus-Therian', 'Chien-Pao', 'Tornadus', 'Flutter Mane', 'Ogerpon-Wellspring', 'Incineroar']",0
"['Glaceon', 'Ninetales-Alola', 'Milotic', 'Rillaboom', 'Amoonguss', 'Incineroar']","['Volcarona', 'Palossand', 'Ribombee', 'Charjabug', 'Blastoise', 'Electivire']",0
"['Baxcalibur', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Articuno', 'Arcanine-Hisui', 'Ninetales-Alola']","['Torkoal', 'Ogerpon-Hearthflame', 'Venusaur', 'Flutter Mane', 'Tornadus', 'Landorus-Therian']",0
"['Medicham', 'Armarouge', 'Iron Crown', 'Indeedee', 'Gallade', 'Malamar']","['Rillaboom', 'Landorus', 'Incineroar', 'Raging Bolt', 'Urshifu-*', 'Chien-Pao']",1
"['Exeggutor', 'Torkoal', 'Raging Bolt', 'Incineroar', 'Flutter Mane', 'Tornadus']","['Whimsicott', 'Landorus', 'Incineroar', 'Kingambit', 'Oranguru', 'Clawitzer']",1
"['Hydreigon', 'Gouging Fire', 'Tornadus', 'Incineroar', 'Amoonguss', 'Flutter Mane']","['Bombirdier', 'Raichu', 'Incineroar', 'Pelipper', 'Ogerpon-Wellspring', 'Charizard']",0
"['Flutter Mane', 'Gouging Fire', 'Chien-Pao', 'Ogerpon-Wellspring', 'Kingambit', 'Rillaboom']","['Entei', 'Urshifu-*', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Whimsicott', 'Baxcalibur']",1
"['Malamar', 'Chi-Yu', 'Whimsicott', 'Landorus-Therian', 'Sinistcha-Masterpiece', 'Walking Wake']","['Decidueye', 'Swampert', 'Delphox', 'Indeedee-F', 'Regidrago', 'Tornadus']",0
"['Flutter Mane', 'Incineroar', 'Haxorus', 'Landorus-Therian', 'Raging Bolt', 'Metagross']","['Raichu-Alola', 'Thundurus', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring', 'Amoonguss']",1
"['Amoonguss', 'Entei', 'Raging Bolt', 'Ursaluna', 'Urshifu-*', 'Illumise']","['Urshifu-*', 'Incineroar', 'Flutter Mane', 'Amoonguss', 'Rillaboom', 'Raging Bolt']",1
"['Talonflame', 'Krookodile', 'Milotic', 'Florges', 'Thundurus-Therian', 'Ogerpon-Hearthflame']","['Corviknight', 'Gouging Fire', 'Ogerpon', 'Ting-Lu', 'Flutter Mane', 'Urshifu-*']",1
"['Rillaboom', 'Hawlucha', 'Ogerpon-Wellspring', 'Heatran', 'Flutter Mane', 'Farigiraf']","['Ninetales-Alola', 'Suicune', 'Flutter Mane', 'Farigiraf', 'Rillaboom', 'Incineroar']",0
"['Metagross', 'Flutter Mane', 'Archaludon', 'Dondozo', 'Tatsugiri', 'Pelipper']","['Dusclops', 'Ogerpon-Cornerstone', 'Chi-Yu', 'Iron Hands', 'Landorus-Therian', 'Ursaluna-Bloodmoon']",0
"['Gallade', 'Hatterene', 'Torkoal', 'Tsareena', 'Indeedee-F', 'Ursaluna']","['Tornadus', 'Iron Valiant', 'Flutter Mane', 'Gouging Fire', 'Incineroar', 'Kingambit']",1
"['Pelipper', 'Orthworm', 'Landorus-Therian', 'Drednaw', 'Tornadus', 'Archaludon']","['Moltres-Galar', 'Comfey', 'Tornadus', 'Raging Bolt', 'Entei', 'Ogerpon-Wellspring']",1
"['Dondozo', 'Tatsugiri', 'Archaludon', 'Tornadus', 'Landorus', 'Urshifu-*']","['Sableye', 'Volcarona', 'Primarina', 'Malamar', 'Comfey', 'Landorus']",1
"['Thundurus', 'Kingambit', 'Gouging Fire', 'Ogerpon-Wellspring', 'Oranguru', 'Incineroar']","['Ogerpon-Cornerstone', 'Gouging Fire', 'Flutter Mane', 'Kingambit', 'Sinistcha-Masterpiece', 'Palafin']",0
"['Farigiraf', 'Rillaboom', 'Incineroar', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Flutter Mane']","['Ninetales', 'Rillaboom', 'Incineroar', 'Amoonguss', 'Raging Bolt', 'Walking Wake']",0
"['Volcarona', 'Raging Bolt', 'Incineroar', 'Rillaboom', 'Ogerpon-Wellspring', 'Flutter Mane']","['Decidueye', 'Swampert', 'Delphox', 'Indeedee-F', 'Regidrago', 'Tornadus']",1
"['Tsareena', 'Chandelure', 'Ninetales-Alola', 'Toxtricity', 'Rabsca', 'Metagross']","['Kingambit', 'Hatterene', 'Indeedee-F', 'Grimmsnarl', 'Annihilape', 'Gouging Fire']",1
"['Bombirdier', 'Raichu', 'Incineroar', 'Pelipper', 'Ogerpon-Wellspring', 'Charizard']","['Incineroar', 'Rillaboom', 'Urshifu-*', 'Landorus', 'Okidogi', 'Flutter Mane']",0
"['Politoed', 'Kingdra', 'Scizor', 'Archaludon', 'Landorus-Therian', 'Farigiraf']","['Iron Crown', 'Iron Moth', 'Ursaluna', 'Ogerpon-Wellspring', 'Indeedee-F', 'Gallade']",0
"['Incineroar', 'Flutter Mane', 'Iron Hands', 'Sinistcha-Masterpiece', 'Latias', 'Pelipper']","['Gouging Fire', 'Kingambit', 'Ogerpon-Wellspring', 'Iron Boulder', 'Flutter Mane', 'Landorus']",0
"['Incineroar', 'Rillaboom', 'Primarina', 'Glimmora', 'Roaring Moon', 'Flutter Mane']","['Jigglypuff', 'Hatterene', 'Indeedee-F', 'Incineroar', 'Primarina', 'Sinistcha']",1
"['Weezing-Galar', 'Slaking', 'Grimmsnarl', 'Dodrio', 'Iron Hands', 'Tornadus']","['Iron Hands', 'Malamar', 'Landorus', 'Arcanine-Hisui', 'Urshifu-*', 'Empoleon']",1
"['Urshifu-*', 'Flutter Mane', 'Archaludon', 'Tornadus', 'Dragonite', 'Amoonguss']","['Lycanroc', 'Tyranitar', 'Iron Crown', 'Indeedee-F', 'Urshifu-*', 'Tornadus']",1
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']","['Empoleon', 'Roaring Moon', 'Great Tusk', 'Rillaboom', 'Heatran', 'Sneasler']",0
"['Hydrapple', 'Araquanid', 'Kingambit', 'Incineroar', 'Flutter Mane', 'Porygon2']","['Articuno', 'Ninetales-Alola', 'Raging Bolt', 'Ogerpon-Wellspring', 'Arcanine-Hisui', 'Landorus']",0
"['Excadrill', 'Tyranitar', 'Ogerpon-Wellspring', 'Zapdos-Galar', 'Incineroar', 'Flutter Mane']","['Gholdengo', 'Landorus', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Urshifu-*']",0
"['Bellibolt', 'Oranguru', 'Kingambit', 'Flutter Mane', 'Amoonguss', 'Torkoal']","['Dondozo', 'Tatsugiri-Stretchy', 'Glimmora', 'Comfey', 'Dragonite', 'Farigiraf']",0
"['Charizard', 'Torkoal', 'Raging Bolt', 'Tornadus', 'Venusaur', 'Flutter Mane']","['Indeedee', 'Typhlosion-Hisui', 'Whimsicott', 'Landorus', 'Urshifu-*', 'Flutter Mane']",1
"['Chien-Pao', 'Dragonite', 'Raging Bolt', 'Thundurus', 'Clefairy', 'Kingambit']","['Flutter Mane', 'Tornadus', 'Urshifu-*', 'Glimmora', 'Ogerpon-Wellspring', 'Chi-Yu']",0
"['Garchomp', 'Incineroar', 'Landorus-Therian', 'Metagross', 'Tornadus', 'Flutter Mane']","['Dragonite', 'Chien-Pao', 'Ogerpon-Wellspring', 'Entei', 'Zapdos-Galar', 'Rillaboom']",0
"['Urshifu-*', 'Rillaboom', 'Gholdengo', 'Tornadus', 'Ogerpon-Hearthflame', 'Cresselia']","['Latios', 'Flutter Mane', 'Amoonguss', 'Grimmsnarl', 'Donphan', 'Bronzong']",0
"['Empoleon', 'Articuno-Galar', 'Wyrdeer', 'Ogerpon-Hearthflame', 'Kommo-o', 'Sylveon']","['Regigigas', 'Weezing-Galar', 'Dondozo', 'Tatsugiri', 'Chi-Yu', 'Flutter Mane']",1
"['Annihilape', 'Ninetales-Alola', 'Ogerpon-Wellspring', 'Goodra-Hisui', 'Landorus', 'Whimsicott']","['Arcanine-Hisui', 'Zapdos-Galar', 'Ogerpon-Wellspring', 'Smeargle', 'Shiftry', 'Flutter Mane']",1
"['Gallade', 'Hatterene', 'Torkoal', 'Tsareena', 'Indeedee-F', 'Ursaluna']","['Rillaboom', 'Raging Bolt', 'Annihilape', 'Maushold-Four', 'Farigiraf', 'Ursaluna-Bloodmoon']",1
"['Drifblim', 'Chi-Yu', 'Terrakion', 'Indeedee-F', 'Whimsicott', 'Annihilape']","['Chien-Pao', 'Urshifu-*', 'Raging Bolt', 'Incineroar', 'Rillaboom', 'Landorus']",1
"['Oranguru', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Indeedee-F', 'Ogerpon', 'Arboliva']","['Iron Boulder', 'Incineroar', 'Rillaboom', 'Flutter Mane', 'Kommo-o', 'Primarina']",0
"['Gholdengo', 'Urshifu-*', 'Tornadus', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Raging Bolt']","['Urshifu-*', 'Incineroar', 'Flutter Mane', 'Amoonguss', 'Rillaboom', 'Raging Bolt']",0
"['Gouging Fire', 'Ogerpon-Wellspring', 'Tornadus', 'Iron Hands', 'Kingambit', 'Flutter Mane']","['Walking Wake', 'Amoonguss', 'Torkoal', 'Flutter Mane']",1
"['Sandy Shocks', 'Ogerpon-Wellspring', 'Urshifu-*', 'Flutter Mane', 'Iron Moth', 'Raging Bolt']","['Urshifu-*', 'Meowscarada', 'Gholdengo', 'Tornadus', 'Ogerpon-Hearthflame', 'Cresselia']",0
"['Haxorus', 'Flutter Mane', 'Ogerpon-Wellspring', 'Zapdos-Galar', 'Arcanine-Hisui', 'Farigiraf']","['Tornadus', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Farigiraf', 'Flutter Mane', 'Rillaboom']",1
"['Regieleki', 'Tatsugiri', 'Dondozo', 'Flamigo', 'Latias', 'Flutter Mane']","['Torkoal', 'Roaring Moon', 'Incineroar', 'Flutter Mane', 'Raging Bolt', 'Tornadus']",1
"['Iron Hands', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Ogerpon-Wellspring', 'Entei', 'Roaring Moon']","['Torkoal', 'Flutter Mane', 'Ogerpon-Cornerstone', 'Farigiraf', 'Gouging Fire', 'Iron Hands']",1
"['Empoleon', 'Gouging Fire', 'Farigiraf', 'Rillaboom', 'Chien-Pao', 'Flutter Mane']","['Ninetales-Alola', 'Annihilape', 'Goodra-Hisui', 'Arcanine-Hisui', 'Rillaboom', 'Farigiraf']",0
"['Roaring Moon', 'Amoonguss', 'Gholdengo', 'Landorus', 'Incineroar', 'Farigiraf']","['Lycanroc', 'Tyranitar', 'Flutter Mane', 'Ogerpon-Wellspring', 'Incineroar', 'Farigiraf']",1
"['Amoonguss', 'Annihilape', 'Archaludon', 'Tornadus', 'Basculegion', 'Incineroar']","['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Florges', 'Raikou', 'Landorus']",1
"['Dondozo', 'Ting-Lu', 'Chien-Pao', 'Gholdengo', 'Gouging Fire', 'Dragonite']","['Dondozo', 'Tatsugiri', 'Tornadus', 'Pelipper', 'Raichu', 'Archaludon']",0
"['Chien-Pao', 'Dragonite', 'Raging Bolt', 'Thundurus', 'Clefairy', 'Rotom-Wash']","['Incineroar', 'Amoonguss', 'Porygon2', 'Raging Bolt', 'Ogerpon-Wellspring', 'Kingambit']",1
"['Decidueye', 'Swampert', 'Delphox', 'Indeedee-F', 'Regidrago', 'Tornadus']","['Rillaboom', 'Serperior', 'Toedscruel', 'Chesnaught', 'Ogerpon-Cornerstone', 'Exeggutor']",0
"['Gouging Fire', 'Dragonite', 'Raging Bolt', 'Sableye', 'Moltres-Galar', 'Ogerpon-Wellspring']","['Rillaboom', 'Raging Bolt', 'Volcarona', 'Urshifu-*', 'Incineroar', 'Chien-Pao']",1
"['Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Rillaboom', 'Kingambit', 'Gouging Fire']","['Dondozo', 'Flamigo', 'Flutter Mane', 'Tatsugiri', 'Torkoal', 'Lilligant-Hisui']",1
"['Glimmora', 'Urshifu-*', 'Ogerpon-Wellspring', 'Gholdengo', 'Landorus', 'Whimsicott']","['Politoed', 'Kingdra', 'Scizor', 'Archaludon', 'Landorus-Therian', 'Farigiraf']",1
"['Farigiraf', 'Ursaluna-Bloodmoon', 'Flutter Mane', 'Raging Bolt', 'Torkoal', 'Tornadus']","['Primarina', 'Gothitelle', 'Flutter Mane', 'Incineroar', 'Kingambit', 'Iron Hands']",0
"['Entei', 'Whimsicott', 'Rillaboom', 'Gyarados', 'Chien-Pao', 'Landorus']","['Indeedee-F', 'Armarouge', 'Enamorus-Therian', 'Araquanid', 'Slowking', 'Annihilape']",0
"['Roaring Moon', 'Amoonguss', 'Gholdengo', 'Landorus', 'Incineroar', 'Farigiraf']","['Metagross', 'Raging Bolt', 'Okidogi', 'Ogerpon-Wellspring', 'Chi-Yu', 'Whimsicott']",1
"['Corviknight', 'Ting-Lu', 'Toxapex', 'Flutter Mane', 'Garganacl', 'Baxcalibur']","['Enamorus', 'Scream Tail', 'Hawlucha', 'Comfey', 'Rillaboom', 'Regidrago']",0
"['Urshifu-*', 'Rillaboom', 'Gholdengo', 'Tornadus', 'Ogerpon-Hearthflame', 'Cresselia']","['Glimmora', 'Farigiraf', 'Ogerpon-Hearthflame', 'Tyranitar', 'Arcanine-Hisui', 'Urshifu-*']",0
"['Walking Wake', 'Amoonguss', 'Torkoal', 'Flutter Mane']","['Whimsicott', 'Pelipper', 'Basculegion', 'Raichu', 'Landorus', 'Ludicolo']",0
"['Indeedee-F', 'Gallade', 'Ursaluna', 'Torkoal', 'Hatterene', 'Lilligant-Hisui']","['Indeedee-F', 'Armarouge', 'Stonjourner', 'Sneasler', 'Milotic', 'Stantler']",0
"['Indeedee-F', 'Armarouge', 'Kingambit', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']","['Slowking-Galar', 'Iron Hands', 'Ursaluna-Bloodmoon', 'Primarina', 'Urshifu-*', 'Walking Wake']",1
"['Tornadus', 'Ogerpon-Cornerstone', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Flutter Mane']","['Vaporeon', 'Gastrodon-East', 'Ogerpon-Wellspring', 'Pelipper', 'Sneasler', 'Beartic']",0
"['Armarouge', 'Dusclops', 'Ogerpon-Wellspring', 'Kingambit', 'Indeedee-F', 'Amoonguss']","['Lapras', 'Raging Bolt', 'Ninetales-Alola', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Kingambit']",1
"['Rillaboom', 'Incineroar', 'Farigiraf', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Hearthflame']","['Decidueye', 'Swampert', 'Delphox', 'Indeedee-F', 'Regidrago', 'Tornadus']",0
"['Incineroar', 'Urshifu-*', 'Rillaboom', 'Raging Bolt', 'Chien-Pao', 'Landorus']","['Regigigas', 'Weezing-Galar', 'Dondozo', 'Tatsugiri', 'Chi-Yu', 'Flutter Mane']",0
"['Flutter Mane', 'Raging Bolt', 'Tornadus', 'Incineroar', 'Rillaboom', 'Dondozo']","['Ursaluna', 'Incineroar', 'Cresselia', 'Farigiraf', 'Kingambit', 'Raging Bolt']",1
"['Raging Bolt', 'Porygon2', 'Incineroar', 'Gyarados', 'Flutter Mane', 'Amoonguss']","['Indeedee-F', 'Gallade', 'Ursaluna', 'Torkoal', 'Hatterene', 'Lilligant-Hisui']",0
"['Politoed', 'Kingdra', 'Scizor', 'Archaludon', 'Landorus-Therian', 'Farigiraf']","['Entei', 'Urshifu-*', 'Indeedee-F', 'Iron Crown', 'Whimsicott', 'Baxcalibur']",1
"['Iron Crown', 'Tornadus', 'Landorus', 'Iron Bundle', 'Iron Valiant', 'Tsareena']","['Raging Bolt', 'Whimsicott', 'Urshifu-*', 'Pelipper', 'Farigiraf', 'Gholdengo']",1
"['Urshifu-*', 'Tornadus', 'Chien-Pao', 'Regieleki', 'Archaludon', 'Oranguru']","['Drifblim', 'Chi-Yu', 'Terrakion', 'Indeedee-F', 'Whimsicott', 'Annihilape']",1
"['Dondozo', 'Flamigo', 'Flutter Mane', 'Tatsugiri', 'Torkoal', 'Lilligant-Hisui']","['Indeedee-F', 'Hatterene', 'Comfey', 'Torkoal', 'Ursaluna', 'Arboliva']",0
"['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Florges', 'Raikou', 'Landorus']","['Archaludon', 'Amoonguss', 'Incineroar', 'Urshifu-*', 'Farigiraf', 'Pelipper']",1
"['Ogerpon-Hearthflame', 'Incineroar', 'Farigiraf', 'Rillaboom', 'Flutter Mane', 'Urshifu-*']","['Iron Boulder', 'Incineroar', 'Rillaboom', 'Flutter Mane', 'Kommo-o', 'Primarina']",1
"['Tornadus', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring', 'Landorus-Therian', 'Gholdengo']","['Hatterene', 'Annihilape', 'Indeedee', 'Torkoal', 'Gothitelle', 'Urshifu-*']",1
"['Flutter Mane', 'Pikachu', 'Rillaboom', 'Arcanine-Hisui', 'Urshifu-*', 'Tornadus']","['Kingambit', 'Raging Bolt', 'Rillaboom', 'Ogerpon-Wellspring', 'Incineroar', 'Landorus']",1
"['Urshifu-*', 'Meowscarada', 'Gholdengo', 'Tornadus', 'Ogerpon-Hearthflame', 'Cresselia']","['Toucannon', 'Bombirdier', 'Gliscor', 'Braviary', 'Talonflame', 'Masquerain']",1
"['Metagross', 'Magmar', 'Gyarados', 'Rillaboom', 'Flutter Mane', 'Raging Bolt']","['Rillaboom', 'Raging Bolt', 'Volcarona', 'Urshifu-*', 'Incineroar', 'Chien-Pao']",0
"['Farigiraf', 'Ursaluna-Bloodmoon', 'Flutter Mane', 'Raging Bolt', 'Torkoal', 'Tornadus']","['Ogerpon-Wellspring', 'Incineroar', 'Spectrier', 'Chi-Yu', 'Glimmora', 'Rillaboom']",1
"['Vaporeon', 'Rillaboom', 'Annihilape', 'Comfey', 'Maushold-Four', 'Incineroar']","['Chi-Yu', 'Thundurus', 'Conkeldurr', 'Ambipom', 'Whimsicott', 'Archaludon']",0
"['Registeel', 'Cresselia', 'Raging Bolt', 'Incineroar', 'Landorus', 'Ogerpon-Wellspring']","['Victreebel', 'Grimmsnarl', 'Lycanroc-Dusk', 'Azelf', 'Suicune', 'Mudsdale']",0
"['Rillaboom', 'Raging Bolt', 'Annihilape', 'Maushold-Four', 'Farigiraf', 'Ursaluna-Bloodmoon']","['Indeedee-F', 'Gallade', 'Ursaluna', 'Torkoal', 'Hatterene', 'Okidogi']",0
"['Annihilape', 'Whimsicott', 'Farigiraf', 'Gouging Fire', 'Flutter Mane', 'Ogerpon-Wellspring']","['Empoleon', 'Gouging Fire', 'Farigiraf', 'Rillaboom', 'Chien-Pao', 'Flutter Mane']",0
"['Iron Valiant', 'Gallade', 'Spectrier', 'Incineroar', 'Primarina', 'Ogerpon']","['Iron Crown', 'Araquanid', 'Trevenant', 'Indeedee-F', 'Torkoal', 'Armarouge']",1
"['Latios', 'Dondozo', 'Tatsugiri', 'Infernape', 'Raging Bolt', 'Venomoth']","['Tornadus', 'Landorus-Therian', 'Ogerpon-Wellspring', 'Brute Bonnet', 'Shiftry', 'Okidogi']",0
"['Rillaboom', 'Kommo-o', 'Primarina', 'Incineroar', 'Gouging Fire', 'Ting-Lu']","['Indeedee-F', 'Archaludon', 'Incineroar', 'Exeggutor-Alola', 'Torkoal', 'Urshifu-*']",1
"['Dondozo', 'Tatsugiri', 'Glimmora', 'Incineroar', 'Ninetales-Alola', 'Articuno']","['Dondozo', 'Tatsugiri', 'Archaludon', 'Tornadus', 'Landorus', 'Urshifu-*']",0
"['Coalossal', 'Bruxish', 'Dragonite', 'Chien-Pao', 'Incineroar', 'Amoonguss']","['Suicune', 'Golurk', 'Carbink', 'Espathra', 'Grimmsnarl', 'Ting-Lu']",1
"['Lucario', 'Hatterene', 'Oranguru', 'Torkoal', 'Barraskewda', 'Raichu']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Porygon2', 'Urshifu-*', 'Amoonguss', 'Incineroar', 'Raging Bolt', 'Okidogi']","['Zapdos-Galar', 'Glimmora', 'Dondozo', 'Tatsugiri']",0
"['Incineroar', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Raging Bolt', 'Urshifu-*']","['Bruxish', 'Incineroar', 'Dipplin', 'Ursaluna']",1
"['Ninetales', 'Venusaur', 'Snorlax', 'Clefable', 'Dragonite', 'Ditto']","['Minior-Violet', 'Annihilape', 'Galvantula', 'Tentacruel', 'Meowscarada', 'Ogerpon-Hearthflame']",1
"['Chi-Yu', 'Thundurus', 'Conkeldurr', 'Ambipom', 'Whimsicott', 'Archaludon']","['Alcremie-Matcha-Cream', 'Farigiraf', 'Torkoal', 'Ogerpon-Wellspring', 'Rillaboom', 'Incineroar']",1
"['Dondozo', 'Tatsugiri', 'Archaludon', 'Tornadus', 'Landorus', 'Urshifu-*']","['Thundurus', 'Urshifu-*', 'Archaludon', 'Amoonguss', 'Kingambit', 'Tornadus']",1
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']","['Gouging Fire', 'Okidogi', 'Ogerpon-Wellspring', 'Indeedee-F', 'Ninetales-Alola', 'Iron Crown']",1
"['Entei', 'Urshifu-*', 'Indeedee-F', 'Iron Crown', 'Whimsicott', 'Baxcalibur']","['Flutter Mane', 'Gouging Fire', 'Chien-Pao', 'Ogerpon-Wellspring', 'Kingambit', 'Rillaboom']",0
"['Lycanroc', 'Corviknight', 'Tyranitar', 'Amoonguss', 'Garchomp', 'Gouging Fire']","['Roaring Moon', 'Ogerpon-Wellspring', 'Iron Hands', 'Incineroar', 'Farigiraf', 'Ursaluna-Bloodmoon']",0
"['Regice', 'Slowking', 'Iron Hands', 'Kingambit', 'Ogerpon-Hearthflame', 'Dragonite']","['Lurantis', 'Whimsicott', 'Flutter Mane', 'Slowking-Galar', 'Urshifu-*', 'Incineroar']",0
"['Pelipper', 'Urshifu-*', 'Goodra-Hisui', 'Sinistcha', 'Incineroar', 'Landorus']","['Urshifu-*', 'Meowscarada', 'Gholdengo', 'Tornadus', 'Ogerpon-Hearthflame', 'Cresselia']",0
"['Excadrill', 'Tyranitar', 'Ogerpon-Wellspring', 'Zapdos-Galar', 'Incineroar', 'Flutter Mane']","['Rillaboom', 'Raging Bolt', 'Annihilape', 'Maushold-Four', 'Farigiraf', 'Ursaluna-Bloodmoon']",1
"['Cresselia', 'Ursaluna', 'Chi-Yu', 'Regieleki', 'Mimikyu', 'Torkoal']","['Articuno', 'Ninetales-Alola', 'Landorus', 'Raging Bolt', 'Ogerpon-Wellspring', 'Arcanine-Hisui']",1
"['Indeedee-F', 'Armarouge', 'Kingambit', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']","['Garchomp', 'Incineroar', 'Landorus-Therian', 'Metagross', 'Tornadus', 'Flutter Mane']",0
"['Rillaboom', 'Raging Bolt', 'Volcarona', 'Urshifu-*', 'Incineroar', 'Chien-Pao']","['Gallade', 'Ursaluna', 'Raging Bolt', 'Sableye', 'Gouging Fire', 'Ogerpon-Wellspring']",0
"['Ogerpon-Wellspring', 'Urshifu-*', 'Glimmora', 'Arcanine-Hisui', 'Flutter Mane', 'Tornadus']","['Chien-Pao', 'Rillaboom', 'Ogerpon-Wellspring', 'Gouging Fire', 'Flutter Mane']",0
"['Charizard', 'Chi-Yu', 'Tornadus', 'Iron Crown', 'Indeedee-F', 'Torkoal']","['Tornadus', 'Urshifu-*', 'Gholdengo', 'Incineroar', 'Baxcalibur', 'Amoonguss']",1
"['Urshifu-*', 'Rillaboom', 'Incineroar', 'Ogerpon-Hearthflame', 'Farigiraf', 'Flutter Mane']","['Dragapult', 'Inteleon', 'Tornadus', 'Urshifu-*', 'Flutter Mane', 'Incineroar']",1
"['Torkoal', 'Flutter Mane', 'Ursaluna', 'Iron Hands', 'Brute Bonnet', 'Farigiraf']","['Entei', 'Urshifu-*', 'Indeedee-F', 'Iron Crown', 'Whimsicott', 'Baxcalibur']",0
"['Urshifu-*', 'Rillaboom', 'Incineroar', 'Farigiraf', 'Ogerpon-Hearthflame', 'Ursaluna-Bloodmoon']","['Rillaboom', 'Raging Bolt', 'Volcarona', 'Urshifu-*', 'Incineroar', 'Chien-Pao']",0
"['Magmar', 'Landorus', 'Incineroar', 'Raging Bolt', 'Tornadus', 'Regidrago']","['Latios', 'Dondozo', 'Tatsugiri', 'Infernape', 'Raging Bolt', 'Ribombee']",0
"['Farigiraf', 'Rillaboom', 'Ogerpon-Hearthflame', 'Zapdos-Galar', 'Flutter Mane', 'Kingambit']","['Bastiodon', 'Farigiraf', 'Incineroar', 'Dusclops', 'Rillaboom', 'Iron Hands']",0
"['Scizor', 'Milotic', 'Tyranitar', 'Typhlosion-Hisui', 'Greninja-*', 'Baxcalibur']","['Flutter Mane', 'Pikachu', 'Rillaboom', 'Arcanine-Hisui', 'Urshifu-*', 'Tornadus']",1
